timestamp_iso,icmp_host,icmp_avg_ms,icmp_loss_pct,speedtest_server,speedtest_latency_ms,download_mbps,upload_mbps,action_taken,post_speedtest_latency_ms,post_download_mbps,post_upload_mbps,note
2026-03-26T04:47:33,8.8.8.8,,,Zen Internet (London),1025.6,2.29,1.22,NONE,,,,[Below Threshold][No Reset]
2026-03-26T04:53:42,8.8.8.8,,,Coreix Ltd (London),20.2,6.99,8.12,NONE,,,,[Below Threshold][No Reset]
2026-03-26T04:59:10,8.8.8.8,,,Cybersmart Pty Ltd (London),928.1,1.50,1.12,NONE,,,,[Below Threshold][No Reset]
2026-03-26T05:05:15,8.8.8.8,,,Zen Internet (London),987.1,2.52,2.36,NONE,,,,[Below Threshold][No Reset]
2026-03-26T05:11:15,8.8.8.8,,,Lightning Fibre Ltd (London),969.5,0.93,2.27,NONE,,,,[Below Threshold][No Reset]
2026-03-26T05:17:17,8.8.8.8,,,Lightning Fibre Ltd (London),836.8,2.43,1.51,NONE,,,,[Below Threshold][No Reset]
2026-03-26T05:23:21,8.8.8.8,,,VoiceHost Ltd (London),1012.3,2.71,1.78,NONE,,,,[Below Threshold][No Reset]
2026-03-26T05:29:25,8.8.8.8,,,Zen Internet (London),666.3,2.29,1.61,NONE,,,,[Below Threshold][No Reset]
2026-03-26T05:35:30,8.8.8.8,,,Zen Internet (London),439.7,2.94,2.50,NONE,,,,[Below Threshold][No Reset]
2026-03-26T05:41:25,8.8.8.8,,,Zen Internet (London),48.4,9.19,2.44,NONE,,,,[Below Threshold][No Reset]
2026-03-26T05:46:52,8.8.8.8,,,Lightning Fibre Ltd (London),952.2,0.84,1.86,NONE,,,,[Below Threshold][No Reset]
2026-03-26T05:52:54,8.8.8.8,,,Zen Internet (London),1007.9,3.76,5.51,NONE,,,,[Below Threshold][No Reset]
2026-03-26T05:58:58,8.8.8.8,,,Lightning Fibre Ltd (London),26.1,33.21,7.19,NONE,,,,[Below Threshold][No Reset]
2026-03-26T06:04:23,8.8.8.8,,,,,,,NONE,,,,[Speedtest Failed]
2026-03-26T06:09:25,8.8.8.8,,,Zen Internet (London),630.2,2.15,1.60,NONE,,,,[Below Threshold][No Reset]
2026-03-26T06:15:23,8.8.8.8,,,Lightning Fibre Ltd (London),823.0,1.62,1.75,NONE,,,,[Below Threshold][No Reset]
2026-03-26T06:21:31,8.8.8.8,,,Zen Internet (London),519.7,3.27,1.48,NONE,,,,[Below Threshold][No Reset]
2026-03-26T06:27:21,8.8.8.8,,,Lightning Fibre Ltd (London),1071.8,1.24,3.60,NONE,,,,[Below Threshold][No Reset]
2026-03-26T06:33:24,8.8.8.8,,,IDNet (London),644.1,2.42,3.36,NONE,,,,[Below Threshold][No Reset]
2026-03-26T06:39:23,8.8.8.8,,,Lightning Fibre Ltd (London),404.3,1.81,1.64,NONE,,,,[Below Threshold][No Reset]
2026-03-26T06:45:21,8.8.8.8,,,Zen Internet (London),880.2,2.14,2.19,NONE,,,,[Below Threshold][No Reset]
2026-03-26T06:51:21,8.8.8.8,,,Community Fibre Limited (London),804.3,2.83,1.22,NONE,,,,[Below Threshold][No Reset]
2026-03-26T06:57:15,8.8.8.8,,,FibreNest (London),657.7,2.42,2.67,NONE,,,,[Below Threshold][No Reset]
2026-03-26T07:03:16,8.8.8.8,,,,,,,NONE,,,,[Speedtest Failed]
2026-03-26T07:08:20,8.8.8.8,,,IDNet (London),13.3,27.06,1.57,NONE,,,,[Below Threshold][No Reset]
2026-03-26T07:14:06,8.8.8.8,,,Jump Networks Ltd (London),1030.4,1.88,1.21,NONE,,,,[Below Threshold][No Reset]
2026-03-26T07:20:12,8.8.8.8,,,FAELIX (London),870.1,2.54,2.04,NONE,,,,[Below Threshold][No Reset]
2026-03-26T07:26:09,8.8.8.8,,,VoiceHost Ltd (London),178.5,4.38,2.70,NONE,,,,[Below Threshold][No Reset]
2026-03-26T07:31:57,8.8.8.8,,,Zen Internet (London),979.0,2.84,2.79,NONE,,,,[Below Threshold][No Reset]
2026-03-26T07:38:02,8.8.8.8,,,Zen Internet (London),788.9,2.39,1.75,NONE,,,,[Below Threshold][No Reset]
2026-03-26T07:44:04,8.8.8.8,,,Zen Internet (London),700.2,2.60,2.61,NONE,,,,[Below Threshold][No Reset]
2026-03-26T07:50:04,8.8.8.8,,,Lightning Fibre Ltd (London),1008.4,1.20,1.81,NONE,,,,[Below Threshold][No Reset]
2026-03-26T07:56:03,8.8.8.8,,,IDNet (London),520.2,2.59,5.17,NONE,,,,[Below Threshold][No Reset]
2026-03-26T08:01:54,8.8.8.8,,,,,,,NONE,,,,[Speedtest Failed]
2026-03-26T08:06:57,8.8.8.8,,,FAELIX (Manchester),1029.7,2.62,1.40,NONE,,,,[Below Threshold][No Reset]
2026-03-26T08:13:16,8.8.8.8,,,KCOM Group PLC (Hull),814.6,2.06,2.31,NONE,,,,[Below Threshold][No Reset]
2026-03-26T08:19:29,8.8.8.8,,,KCOM Group PLC (Hull),1041.3,3.26,1.97,NONE,,,,[Below Threshold][No Reset]
2026-03-26T08:25:57,8.8.8.8,,,YouFibre (Manchester),875.3,2.36,1.87,NONE,,,,[Below Threshold][No Reset]
2026-03-26T08:32:08,8.8.8.8,,,KCOM Group PLC (Hull),485.7,2.16,3.01,NONE,,,,[Below Threshold][No Reset]
2026-03-26T08:38:13,8.8.8.8,,,KCOM Group PLC (Hull),878.7,2.21,1.86,NONE,,,,[Below Threshold][No Reset]
2026-03-26T08:44:31,8.8.8.8,,,FAELIX (Manchester),1059.6,2.97,1.89,NONE,,,,[Below Threshold][No Reset]
2026-03-26T08:50:59,8.8.8.8,,,KCOM Group PLC (Hull),850.8,2.62,2.15,NONE,,,,[Below Threshold][No Reset]
2026-03-26T08:57:19,8.8.8.8,,,FAELIX (Manchester),1046.9,2.38,4.00,NONE,,,,[Below Threshold][No Reset]
2026-03-26T09:03:38,8.8.8.8,,,,,,,NONE,,,,[Speedtest Failed]
2026-03-26T09:08:41,8.8.8.8,,,FAELIX (Manchester),757.0,2.49,2.98,NONE,,,,[Below Threshold][No Reset]
2026-03-26T09:14:49,8.8.8.8,,,KCOM Group PLC (Hull),726.3,2.35,1.15,NONE,,,,[Below Threshold][No Reset]
2026-03-26T09:21:03,8.8.8.8,,,KCOM Group PLC (Hull),1080.4,1.95,1.68,NONE,,,,[Below Threshold][No Reset]
2026-03-26T09:27:20,8.8.8.8,,,YouFibre (Manchester),284.6,3.03,2.48,NONE,,,,[Below Threshold][No Reset]
2026-03-26T09:33:21,8.8.8.8,,,IDS LTD (Manchester),920.5,1.86,1.66,NONE,,,,[Below Threshold][No Reset]
2026-03-26T09:39:36,8.8.8.8,,,KCOM Group PLC (Hull),907.0,2.60,2.41,NONE,,,,[Below Threshold][No Reset]
2026-03-26T09:45:51,8.8.8.8,,,IDS LTD (Manchester),713.3,2.42,1.63,NONE,,,,[Below Threshold][No Reset]
2026-03-26T09:52:01,8.8.8.8,,,YouFibre (Manchester),763.1,2.84,1.81,NONE,,,,[Below Threshold][No Reset]
2026-03-26T09:58:16,8.8.8.8,,,KCOM Group PLC (Hull),916.3,2.16,2.40,NONE,,,,[Below Threshold][No Reset]
2026-03-26T10:04:42,8.8.8.8,,,,,,,NONE,,,,[Speedtest Failed]
2026-03-26T10:09:45,8.8.8.8,,,KCOM Group PLC (Hull),1007.6,2.08,1.45,NONE,,,,[Below Threshold][No Reset]
2026-03-26T10:16:10,8.8.8.8,,,FAELIX (Manchester),377.4,3.82,2.83,NONE,,,,[Below Threshold][No Reset]
2026-03-26T10:22:18,8.8.8.8,,,KCOM Group PLC (Hull),116.9,7.32,5.88,NONE,,,,[Below Threshold][No Reset]
2026-03-26T10:28:13,8.8.8.8,,,IDS LTD (Manchester),499.4,2.70,1.78,NONE,,,,[Below Threshold][No Reset]
2026-03-26T10:34:27,8.8.8.8,,,FAELIX (Manchester),1003.9,2.57,2.50,NONE,,,,[Below Threshold][No Reset]
2026-03-26T10:41:10,8.8.8.8,839.4,0,FAELIX (Manchester),538.5,2.38,2.07,NONE,,,,[Below Threshold][No Reset]
2026-03-26T10:47:36,8.8.8.8,,,KCOM Group PLC (Hull),789.7,2.29,1.15,NONE,,,,[Below Threshold][No Reset]
2026-03-26T10:53:54,8.8.8.8,,,KCOM Group PLC (Hull),892.5,2.02,1.48,NONE,,,,[Below Threshold][No Reset]
2026-03-26T11:00:10,8.8.8.8,,,,,,,NONE,,,,[Speedtest Failed]
2026-03-26T11:05:13,8.8.8.8,,,Connect Fibre (Slough),856.7,3.60,2.08,NONE,,,,[Below Threshold][No Reset]
2026-03-26T11:11:12,8.8.8.8,,,Connect Fibre (Slough),1019.7,3.97,1.26,NONE,,,,[Below Threshold][No Reset]
2026-03-26T11:17:14,8.8.8.8,,,Opus Broadband (Stevenage),425.6,22.90,4.38,NONE,,,,[Below Threshold][No Reset]
2026-03-26T11:22:56,8.8.8.8,,,Exascale (Telford),340.4,3.36,1.03,NONE,,,,[Below Threshold][No Reset]
2026-03-26T11:28:54,8.8.8.8,,,Connect Fibre (Slough),1008.4,2.28,1.84,NONE,,,,[Below Threshold][No Reset]
2026-03-26T11:35:05,8.8.8.8,,,Public Internet Ltd (Oxford),831.0,3.35,2.87,NONE,,,,[Below Threshold][No Reset]
2026-03-26T11:41:05,8.8.8.8,,,Public Internet Ltd (Oxford),511.6,3.80,2.94,NONE,,,,[Below Threshold][No Reset]
2026-03-26T11:46:49,8.8.8.8,,,Exascale (Telford),869.8,2.36,2.39,NONE,,,,[Below Threshold][No Reset]
2026-03-26T11:52:53,8.8.8.8,,,Connect Fibre (Slough),191.5,7.90,4.12,NONE,,,,[Below Threshold][No Reset]
2026-03-26T11:58:34,8.8.8.8,,,Public Internet Ltd (Oxford),705.1,2.31,1.42,NONE,,,,[Below Threshold][No Reset]
2026-03-26T12:04:39,8.8.8.8,,,,,,,NONE,,,,[Speedtest Failed]
2026-03-26T12:09:42,8.8.8.8,,,Exascale (Telford),544.8,1.89,1.30,NONE,,,,[Below Threshold][No Reset]
2026-03-26T12:15:33,8.8.8.8,,,Exascale (Telford),1056.0,2.33,2.04,NONE,,,,[Below Threshold][No Reset]
2026-03-26T12:21:42,8.8.8.8,,,Ogi (Cardiff),295.1,3.82,4.77,NONE,,,,[Below Threshold][No Reset]
2026-03-26T12:27:23,8.8.8.8,,,Exascale (Telford),233.4,7.38,3.05,NONE,,,,[Below Threshold][No Reset]
2026-03-26T12:32:54,8.8.8.8,,,Public Internet Ltd (Oxford),303.0,2.59,3.13,NONE,,,,[Below Threshold][No Reset]
2026-03-26T12:38:39,8.8.8.8,,,Connect Fibre (Slough),563.0,10.20,4.99,NONE,,,,[Below Threshold][No Reset]
2026-03-26T12:46:47,8.8.8.8,465.5,0,Connect Fibre (Slough),450.8,11.80,5.25,NONE,,,,[Below Threshold][No Reset]
2026-03-26T12:52:43,8.8.8.8,,,Connect Fibre (Slough),535.0,3.72,2.24,NONE,,,,[Below Threshold][No Reset]
2026-03-26T12:58:29,8.8.8.8,,,Connect Fibre (Slough),407.6,2.61,2.18,NONE,,,,[Below Threshold][No Reset]
2026-03-26T13:04:19,8.8.8.8,,,,,,,NONE,,,,[Speedtest Failed]
2026-03-26T13:09:23,8.8.8.8,,,Public Internet Ltd (Oxford),202.8,5.25,2.95,NONE,,,,[Below Threshold][No Reset]
2026-03-26T13:14:58,8.8.8.8,,,Public Internet Ltd (Oxford),181.8,4.18,2.65,NONE,,,,[Below Threshold][No Reset]
2026-03-26T13:20:28,8.8.8.8,,,Connect Fibre (Slough),220.8,12.53,1.84,NONE,,,,[Below Threshold][No Reset]
2026-03-26T13:26:09,8.8.8.8,,,Exascale (Telford),1011.9,2.77,2.94,NONE,,,,[Below Threshold][No Reset]
2026-03-26T13:32:11,8.8.8.8,,,Connect Fibre (Slough),527.6,4.11,2.67,NONE,,,,[Below Threshold][No Reset]
2026-03-26T13:35:46,8.8.8.8,695.4,0,Opus Broadband (Stevenage),685.4,4.60,1.78,NONE,,,,[Below Threshold][No Reset]
2026-03-26T13:41:57,8.8.8.8,769.1,0,Public Internet Ltd (Oxford),606.5,2.11,2.84,NONE,,,,[Below Threshold][No Reset]
2026-03-26T13:47:49,8.8.8.8,1053.0,0,Connect Fibre (Slough),217.5,6.22,3.08,NONE,,,,[Below Threshold][No Reset]
2026-03-26T13:53:32,8.8.8.8,769.6,0,Exascale (Telford),693.3,3.73,2.70,NONE,,,,[Below Threshold][No Reset]
2026-03-26T13:59:28,8.8.8.8,331.8,0,Ogi (Cardiff),391.2,5.84,4.09,NONE,,,,[Below Threshold][No Reset]
2026-03-26T14:05:06,8.8.8.8,633.0,0,Burstfire Networks Ltd (London),475.1,8.07,4.30,NONE,,,,[Below Threshold][No Reset]
2026-03-26T14:10:57,8.8.8.8,1229.0,0,FibreNest (London),960.6,4.48,2.51,NONE,,,,[Below Threshold][No Reset]
2026-03-26T14:17:03,8.8.8.8,398.7,0,Cybersmart Pty Ltd (London),380.5,2.81,2.84,NONE,,,,[Below Threshold][No Reset]
2026-03-26T14:22:41,8.8.8.8,698.6,0,FibreNest (London),340.1,4.40,3.72,NONE,,,,[Below Threshold][No Reset]
2026-03-26T14:28:32,8.8.8.8,753.7,0,FibreNest (London),351.6,3.33,3.05,NONE,,,,[Below Threshold][No Reset]
2026-03-26T14:34:27,8.8.8.8,368.8,0,FibreNest (London),319.2,11.18,2.48,NONE,,,,[Below Threshold][No Reset]
2026-03-26T14:40:08,8.8.8.8,379.4,0,FibreNest (London),217.0,12.98,4.97,NONE,,,,[Below Threshold][No Reset]
2026-03-26T14:45:43,8.8.8.8,838.1,0,FibreNest (London),155.9,24.59,4.36,NONE,,,,[Below Threshold][No Reset]
2026-03-26T14:51:32,8.8.8.8,313.3,0,Cybersmart Pty Ltd (London),80.4,12.27,3.19,NONE,,,,[Below Threshold][No Reset]
2026-03-26T14:57:11,8.8.8.8,1044.4,0,Community Fibre Limited (London),275.1,6.27,3.29,NONE,,,,[Below Threshold][No Reset]
2026-03-26T15:02:52,8.8.8.8,304.5,0,,,,,NONE,,,,[Speedtest Failed]
2026-03-26T15:07:55,8.8.8.8,1131.3,0,FibreNest (London),508.1,6.24,4.08,NONE,,,,[Below Threshold][No Reset]
2026-03-26T15:13:46,8.8.8.8,319.9,0,Burstfire Networks Ltd (London),18.7,18.46,2.96,NONE,,,,[Below Threshold][No Reset]
2026-03-26T15:19:27,8.8.8.8,774.3,0,FibreNest (London),373.9,12.93,5.40,NONE,,,,[Below Threshold][No Reset]
2026-03-26T15:25:11,8.8.8.8,593.3,0,Community Fibre Limited (London),296.8,6.25,2.12,NONE,,,,[Below Threshold][No Reset]
2026-03-26T15:31:07,8.8.8.8,454.1,0,Cybersmart Pty Ltd (London),610.7,4.10,3.14,NONE,,,,[Below Threshold][No Reset]
2026-03-26T15:37:01,8.8.8.8,884.3,0,FibreNest (London),998.5,2.28,1.55,NONE,,,,[Below Threshold][No Reset]
2026-03-26T15:43:15,8.8.8.8,386.8,0,Burstfire Networks Ltd (London),91.7,12.20,2.49,NONE,,,,[Below Threshold][No Reset]
2026-03-26T15:48:58,8.8.8.8,813.6,0,YouFibre (London),775.9,12.08,1.45,NONE,,,,[Below Threshold][No Reset]
2026-03-26T15:55:06,8.8.8.8,420.3,0,Cybersmart Pty Ltd (London),331.3,4.59,3.01,NONE,,,,[Below Threshold][No Reset]
2026-03-26T16:00:44,8.8.8.8,745.5,0,,,,,NONE,,,,[Speedtest Failed]
2026-03-26T16:05:49,8.8.8.8,243.4,0,FibreNest (London),489.7,12.52,2.36,NONE,,,,[Below Threshold][No Reset]
2026-03-26T16:11:34,8.8.8.8,294.0,0,Cybersmart Pty Ltd (London),325.9,1.36,2.99,NONE,,,,[Below Threshold][No Reset]
2026-03-26T16:17:13,8.8.8.8,494.6,0,FibreNest (London),448.8,4.98,3.22,NONE,,,,[Below Threshold][No Reset]
2026-03-26T16:22:55,8.8.8.8,378.4,0,FibreNest (London),218.2,8.83,1.93,NONE,,,,[Below Threshold][No Reset]
2026-03-26T16:28:46,8.8.8.8,385.6,0,FibreNest (London),333.5,6.47,3.34,NONE,,,,[Below Threshold][No Reset]
2026-03-26T16:34:27,8.8.8.8,367.3,0,Community Fibre Limited (London),209.7,5.67,2.42,NONE,,,,[Below Threshold][No Reset]
2026-03-26T16:40:04,8.8.8.8,242.9,0,Cybersmart Pty Ltd (London),159.5,2.82,4.52,NONE,,,,[Below Threshold][No Reset]
2026-03-26T16:45:40,8.8.8.8,645.2,0,Cybersmart Pty Ltd (London),249.5,3.02,2.70,NONE,,,,[Below Threshold][No Reset]
2026-03-26T16:51:21,8.8.8.8,624.1,0,YouFibre (London),386.7,12.39,5.44,NONE,,,,[Below Threshold][No Reset]
2026-03-26T16:57:04,8.8.8.8,293.7,0,FibreNest (London),306.3,10.26,3.33,NONE,,,,[Below Threshold][No Reset]
2026-03-26T17:02:41,8.8.8.8,336.3,0,,,,,NONE,,,,[Speedtest Failed]
2026-03-26T17:07:43,8.8.8.8,420.5,0,Community Fibre Limited (London),431.1,3.84,3.16,NONE,,,,[Below Threshold][No Reset]
2026-03-26T17:13:24,8.8.8.8,411.0,0,toob Ltd (London),252.8,2.96,2.34,NONE,,,,[Below Threshold][No Reset]
2026-03-26T17:19:02,8.8.8.8,339.6,0,Community Fibre Limited (London),315.2,1.94,2.96,NONE,,,,[Below Threshold][No Reset]
2026-03-26T17:24:44,8.8.8.8,295.9,0,FibreNest (London),436.2,13.33,3.60,NONE,,,,[Below Threshold][No Reset]
2026-03-26T17:30:24,8.8.8.8,299.4,0,FibreNest (London),319.5,10.90,4.08,NONE,,,,[Below Threshold][No Reset]
2026-03-26T17:36:06,8.8.8.8,223.0,0,GSL Networks (London),250.6,29.22,5.64,NONE,,,,[Below Threshold][No Reset]
2026-03-26T17:41:45,8.8.8.8,483.7,0,GSL Networks (London),326.5,12.56,5.17,NONE,,,,[Below Threshold][No Reset]
2026-03-26T17:47:28,8.8.8.8,577.9,0,YouFibre (London),295.9,13.36,3.56,NONE,,,,[Below Threshold][No Reset]
2026-03-26T17:53:09,8.8.8.8,261.9,0,GSL Networks (London),418.9,17.09,4.51,NONE,,,,[Below Threshold][No Reset]
2026-03-26T17:58:51,8.8.8.8,583.1,0,YouFibre (London),448.2,11.81,4.79,NONE,,,,[Below Threshold][No Reset]
2026-03-26T18:04:42,8.8.8.8,793.3,0,,,,,NONE,,,,[Speedtest Failed]
2026-03-26T18:09:48,8.8.8.8,405.2,0,GSL Networks (London),408.9,13.37,2.62,NONE,,,,[Below Threshold][No Reset]
2026-03-26T18:15:29,8.8.8.8,149.2,0,toob Ltd (London),477.7,8.91,3.21,NONE,,,,[Below Threshold][No Reset]
2026-03-26T18:21:11,8.8.8.8,383.5,0,toob Ltd (London),341.6,4.41,3.01,NONE,,,,[Below Threshold][No Reset]
2026-03-26T18:26:52,8.8.8.8,179.7,0,GSL Networks (London),532.5,14.99,2.98,NONE,,,,[Below Threshold][No Reset]
2026-03-26T18:32:37,8.8.8.8,434.0,0,FibreNest (London),428.1,7.24,3.54,NONE,,,,[Below Threshold][No Reset]
2026-03-26T18:38:20,8.8.8.8,173.2,0,GSL Networks (London),267.4,16.19,3.17,NONE,,,,[Below Threshold][No Reset]
2026-03-26T18:44:00,8.8.8.8,726.8,0,FibreNest (London),415.4,5.55,3.92,NONE,,,,[Below Threshold][No Reset]
2026-03-26T18:49:51,8.8.8.8,439.6,0,FibreNest (London),355.7,12.90,2.37,NONE,,,,[Below Threshold][No Reset]
2026-03-26T18:55:33,8.8.8.8,309.8,0,YouFibre (London),657.6,5.74,2.84,NONE,,,,[Below Threshold][No Reset]
2026-03-26T19:01:30,8.8.8.8,399.0,0,,,,,NONE,,,,[Speedtest Failed]
2026-03-26T19:06:33,8.8.8.8,699.5,0,GSL Networks (London),356.9,9.02,2.88,NONE,,,,[Below Threshold][No Reset]
2026-03-26T19:12:12,8.8.8.8,356.0,0,Community Fibre Limited (London),363.4,1.77,2.99,NONE,,,,[Below Threshold][No Reset]
2026-03-26T19:17:50,8.8.8.8,853.5,0,toob Ltd (London),344.2,3.38,1.95,NONE,,,,[Below Threshold][No Reset]
2026-03-26T19:23:46,8.8.8.8,731.5,0,GSL Networks (London),299.1,3.33,5.15,NONE,,,,[Below Threshold][No Reset]
2026-03-26T19:29:32,8.8.8.8,63.9,0,YouFibre (London),71.6,35.85,8.06,NONE,,,,[Below Threshold][No Reset]
2026-03-26T19:34:57,8.8.8.8,422.5,0,YouFibre (London),383.0,5.15,3.54,NONE,,,,[Below Threshold][No Reset]
2026-03-26T19:40:38,8.8.8.8,396.1,0,FibreNest (London),367.7,8.35,3.11,NONE,,,,[Below Threshold][No Reset]
2026-03-26T19:46:18,8.8.8.8,859.2,0,GSL Networks (London),732.8,4.05,2.19,NONE,,,,[Below Threshold][No Reset]
2026-03-26T19:52:16,8.8.8.8,544.1,0,toob Ltd (London),498.6,6.04,3.51,NONE,,,,[Below Threshold][No Reset]
2026-03-26T19:58:01,8.8.8.8,547.3,0,FibreNest (London),440.1,13.91,5.03,NONE,,,,[Below Threshold][No Reset]
2026-03-26T20:03:43,8.8.8.8,382.5,0,,,,,NONE,,,,[Speedtest Failed]
2026-03-26T20:08:46,8.8.8.8,515.7,0,FibreNest (London),506.7,2.41,3.04,NONE,,,,[Below Threshold][No Reset]
2026-03-26T20:14:50,8.8.8.8,822.7,0,FibreNest (London),370.6,2.91,2.70,NONE,,,,[Below Threshold][No Reset]
2026-03-26T20:20:39,8.8.8.8,342.6,0,Aquiss (London),301.2,18.81,2.50,NONE,,,,[Below Threshold][No Reset]
2026-03-26T20:26:25,8.8.8.8,325.6,0,YouFibre (London),279.9,14.89,3.04,NONE,,,,[Below Threshold][No Reset]
2026-03-26T20:32:07,8.8.8.8,302.8,0,YouFibre (London),159.1,2.35,5.08,NONE,,,,[Below Threshold][No Reset]
2026-03-26T20:37:41,8.8.8.8,901.5,0,Aquiss (London),115.2,9.18,4.94,NONE,,,,[Below Threshold][No Reset]
2026-03-26T20:43:27,8.8.8.8,516.4,0,toob Ltd (London),201.7,7.18,1.32,NONE,,,,[Below Threshold][No Reset]
2026-03-26T20:49:16,8.8.8.8,543.9,0,Aquiss (London),1002.4,5.11,2.70,NONE,,,,[Below Threshold][No Reset]
2026-03-26T20:55:20,8.8.8.8,348.1,0,Aquiss (London),300.0,8.41,4.71,NONE,,,,[Below Threshold][No Reset]
2026-03-26T21:00:58,8.8.8.8,830.4,0,,,,,NONE,,,,[Speedtest Failed]
2026-03-26T21:06:04,8.8.8.8,299.6,0,YouFibre (London),1003.5,3.06,1.67,NONE,,,,[Below Threshold][No Reset]
2026-03-26T21:12:02,8.8.8.8,1073.3,0,FibreNest (London),359.9,2.46,0.84,NONE,,,,[Below Threshold][No Reset]
2026-03-26T21:18:03,8.8.8.8,704.6,0,FibreNest (London),383.4,11.83,3.12,NONE,,,,[Below Threshold][No Reset]
2026-03-26T21:23:50,8.8.8.8,366.3,0,Aquiss (London),286.2,12.90,2.69,NONE,,,,[Below Threshold][No Reset]
2026-03-26T21:29:28,8.8.8.8,1125.3,0,toob Ltd (London),135.4,6.66,2.03,NONE,,,,[Below Threshold][No Reset]
2026-03-26T21:35:22,8.8.8.8,1061.7,0,YouFibre (London),495.5,35.45,6.23,NONE,,,,[Below Threshold][No Reset]
2026-03-26T21:41:18,8.8.8.8,372.7,0,toob Ltd (London),36.9,22.83,2.68,NONE,,,,[Below Threshold][No Reset]
2026-03-26T21:47:00,8.8.8.8,970.5,0,Aquiss (London),902.3,3.90,2.71,NONE,,,,[Below Threshold][No Reset]
2026-03-26T21:53:00,8.8.8.8,400.8,0,Aquiss (London),302.5,12.53,4.18,NONE,,,,[Below Threshold][No Reset]
2026-03-26T21:58:38,8.8.8.8,1240.4,0,toob Ltd (London),518.0,4.94,2.90,NONE,,,,[Below Threshold][No Reset]
2026-03-26T22:04:34,8.8.8.8,866.9,0,,,,,NONE,,,,[Speedtest Failed]
2026-03-26T22:09:41,8.8.8.8,542.5,0,FibreNest (London),391.2,11.56,3.16,NONE,,,,[Below Threshold][No Reset]
2026-03-26T22:15:22,8.8.8.8,709.7,0,Hyperoptic Limited (London),562.1,3.51,2.92,NONE,,,,[Below Threshold][No Reset]
2026-03-26T22:21:13,8.8.8.8,576.9,0,YouFibre (London),327.9,13.37,4.72,NONE,,,,[Below Threshold][No Reset]
2026-03-26T22:26:55,8.8.8.8,1500.7,0,Aquiss (London),567.7,3.09,2.09,NONE,,,,[Below Threshold][No Reset]
2026-03-26T22:32:57,8.8.8.8,1236.4,0,Aquiss (London),468.8,3.13,2.65,NONE,,,,[Below Threshold][No Reset]
2026-03-26T22:38:58,8.8.8.8,252.6,0,FibreNest (London),132.0,2.34,2.86,NONE,,,,[Below Threshold][No Reset]
2026-03-26T22:44:41,8.8.8.8,807.2,0,Aquiss (London),406.8,5.59,2.07,NONE,,,,[Below Threshold][No Reset]
2026-03-26T22:50:34,8.8.8.8,1025.0,0,FibreNest (London),505.6,3.51,2.74,NONE,,,,[Below Threshold][No Reset]
2026-03-26T22:56:31,8.8.8.8,350.0,0,Aquiss (London),404.9,8.84,5.64,NONE,,,,[Below Threshold][No Reset]
2026-03-26T23:02:13,8.8.8.8,843.7,0,,,,,NONE,,,,[Speedtest Failed]
2026-03-26T23:07:20,8.8.8.8,650.4,0,BRSK (London),367.5,11.34,6.18,NONE,,,,[Below Threshold][No Reset]
2026-03-26T23:13:13,8.8.8.8,415.4,0,FibreNest (Slough),345.2,7.61,5.37,NONE,,,,[Below Threshold][No Reset]
2026-03-26T23:18:52,8.8.8.8,464.2,0,Voneus Limited (London),157.4,4.19,2.17,NONE,,,,[Below Threshold][No Reset]
2026-03-26T23:24:30,8.8.8.8,397.4,0,Trooli (Slough),368.0,16.03,3.56,NONE,,,,[Below Threshold][No Reset]
